dataset,dataset_label,source_dataset_label,kg_entity,decision,method,evidence_rule,fallback_behavior,candidate_count,candidates
audioset,Piano,Piano,piano,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Electric piano,Electric piano,electric piano,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Organ,Organ,organ,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Electronic organ,Electronic organ,electronic organ,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Hammond organ,Hammond organ,hammond organ,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Synthesizer,Synthesizer,synthesizer,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Sampler,Sampler,sampler,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Harpsichord,Harpsichord,harpsichord,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Percussion,Percussion,percussion,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Drum kit,Drum kit,drum kit,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Drum machine,Drum machine,drum machine,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Drum,Drum,drum,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Snare drum,Snare drum,snare drum,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Rimshot,Rimshot,rimshot,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Drum roll,Drum roll,drum roll,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Bass drum,Bass drum,bass drum,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Timpani,Timpani,timpani,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Tabla,Tabla,tabla,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Cymbal,Cymbal,cymbal,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Hi-hat,Hi-hat,hi-hat,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Wood block,Wood block,wood block,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Tambourine,Tambourine,tambourine,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Rattle (instrument),Rattle (instrument),rattle (instrument),accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Maraca,Maraca,maraca,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Gong,Gong,gong,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Tubular bells,Tubular bells,tubular bells,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Mallet percussion,Mallet percussion,mallet percussion,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Marimba, xylophone","Marimba, xylophone",marimba and xylophone,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,marimba and xylophone
audioset,Glockenspiel,Glockenspiel,glockenspiel,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Vibraphone,Vibraphone,vibraphone,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Steelpan,Steelpan,steelpan,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Orchestra,Orchestra,orchestra,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Brass instrument,Brass instrument,brass instrument,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,French horn,French horn,french horn,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Trumpet,Trumpet,trumpet,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Trombone,Trombone,trombone,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Bowed string instrument,Bowed string instrument,bowed string instrument,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,String section,String section,string section,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Violin, fiddle","Violin, fiddle",violin fiddle,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,violin fiddle
audioset,Pizzicato,Pizzicato,pizzicato,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Cello,Cello,cello,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Double bass,Double bass,double bass,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Wind instrument, woodwind instrument","Wind instrument, woodwind instrument",wind or woodwind instrument,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,wind or woodwind instrument
audioset,Flute,Flute,flute,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Saxophone,Saxophone,saxophone,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Clarinet,Clarinet,clarinet,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Harp,Harp,harp,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Bell,Bell,bell,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Church bell,Church bell,church bell,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Jingle bell,Jingle bell,jingle bell,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Bicycle bell,Bicycle bell,bicycle bell,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Tuning fork,Tuning fork,tuning fork,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Chime,Chime,chime,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Wind chime,Wind chime,wind chime,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Change ringing (campanology),Change ringing (campanology),,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Harmonica,Harmonica,harmonica,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Accordion,Accordion,accordion,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Bagpipes,Bagpipes,bagpipes,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Didgeridoo,Didgeridoo,didgeridoo,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Shofar,Shofar,shofar,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Theremin,Theremin,theremin,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Singing bowl,Singing bowl,singing bowl,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Scratching (performance technique),Scratching (performance technique),scratching,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,scratching
audioset,Pop music,Pop music,pop music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Hip hop music,Hip hop music,hip hop music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Beatboxing,Beatboxing,beatboxing,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Rock music,Rock music,rock music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Heavy metal,Heavy metal,heavy metal,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Punk rock,Punk rock,punk rock,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Grunge,Grunge,grunge,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Progressive rock,Progressive rock,progressive rock,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Rock and roll,Rock and roll,rock and roll,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Psychedelic rock,Psychedelic rock,psychedelic rock,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Rhythm and blues,Rhythm and blues,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Soul music,Soul music,soul music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Reggae,Reggae,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Country,Country,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Swing music,Swing music,swing music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Bluegrass,Bluegrass,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Funk,Funk,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Folk music,Folk music,folk music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Middle Eastern music,Middle Eastern music,middle eastern music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Jazz,Jazz,jazz,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Disco,Disco,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Classical music,Classical music,classical music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Opera,Opera,opera,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Electronic music,Electronic music,electronic music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,House music,House music,house music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Techno,Techno,techno,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Dubstep,Dubstep,dubstep,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Drum and bass,Drum and bass,drum and bass,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Electronica,Electronica,electronica,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Electronic dance music,Electronic dance music,electronic dance music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Ambient music,Ambient music,ambient music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Trance music,Trance music,trance music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Music of Latin America,Music of Latin America,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Salsa music,Salsa music,salsa music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Flamenco,Flamenco,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Blues,Blues,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Music for children,Music for children,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,New-age music,New-age music,new-age music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Vocal music,Vocal music,vocal music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,A capella,A capella,a capella,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Music of Africa,Music of Africa,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Afrobeat,Afrobeat,afrobeat,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Christian music,Christian music,christian music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Gospel music,Gospel music,gospel music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Music of Asia,Music of Asia,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Carnatic music,Carnatic music,carnatic music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Music of Bollywood,Music of Bollywood,music of bollywood,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Ska,Ska,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Traditional music,Traditional music,traditional music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Independent music,Independent music,independent music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Song,Song,song,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Background music,Background music,background music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Theme music,Theme music,theme music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Jingle (music),Jingle (music),,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Soundtrack music,Soundtrack music,soundtrack music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Lullaby,Lullaby,lullaby,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Video game music,Video game music,video game music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Christmas music,Christmas music,christmas music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Dance music,Dance music,dance music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Wedding music,Wedding music,wedding music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Happy music,Happy music,happy music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Funny music,Funny music,funny music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Sad music,Sad music,sad music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Tender music,Tender music,tender music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Exciting music,Exciting music,exciting music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Angry music,Angry music,angry music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Scary music,Scary music,scary music,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Wind,Wind,wind,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Rustling leaves,Rustling leaves,rustling leaves,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Wind noise (microphone),Wind noise (microphone),wind noise (microphone),accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Thunderstorm,Thunderstorm,thunderstorm,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Thunder,Thunder,thunder,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Water,Water,water,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Rain,Rain,rain,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Raindrop,Raindrop,raindrop,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Rain on surface,Rain on surface,rain on surface,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Stream,Stream,stream,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Waterfall,Waterfall,waterfall,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Ocean,Ocean,ocean,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Waves, surf","Waves, surf",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Steam,Steam,steam,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Gurgling,Gurgling,,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,Fire,Fire,fire,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Crackle,Crackle,crackle,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,Vehicle,Vehicle,vehicle,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
audioset,"Boat, Water vehicle","Boat, Water vehicle",,unmapped,unresolved,No semantically equivalent AKG entity is established by the frozen rules; the class keeps its original CLAP score.,no_KG_expansion_keep_CLAP_score,0,
audioset,"Sailboat, sailing ship","Sailboat, sailing ship",sailboat sailing ship,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,sailboat sailing ship
audioset,"Rowboat, canoe, kayak","Rowboat, canoe, kayak",rowboat canoe kayak,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,rowboat canoe kayak
audioset,"Motorboat, speedboat","Motorboat, speedboat",motorboat speedboat,accepted,unique_token_signature,"After fixed token normalization, exactly one AKG entity has the same content-token signature; no first/last-word fallback is used.",use_mapped_AKG_entity,1,motorboat speedboat
audioset,Ship,Ship,ship,accepted,exact_normalized,Lowercase/punctuation/underscore normalization gives an exact AKG entity label; the acoustic concept is unchanged.,use_mapped_AKG_entity,0,
